SK_ID_CURR,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,FONDKAPREMONT_MODE,HOUSETYPE_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,CREDIT_INCOME_PERCENT,ANNUITY_INCOME_PERCENT,CREDIT_TERM
306875,Cash loans,F,N,Y,0,405000.0,545040.0,26509.5,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.005313,-10514,-2025.0,-6216.0,-1965,,1,1,1,1,1,0,,1.0,2,WEDNESDAY,13,0,1,1,0,1,1,Business Entity Type 3,,0.2365910535258154,0.2735646775174348,0.1443,0.11,0.9791,0.7144,0.0141,0.0,0.2414,0.1667,0.2083,0.0836,0.0077,0.0044,reg oper account,block of flats,Panel,No,0.0,0.0,0.0,-1428.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.3457777777777777,0.06545555555555556,0.04863771466314399
205488,Cash loans,M,Y,Y,1,360000.0,980838.0,52389.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.02461,-15725,-3746.0,-8382.0,-3911,6.0,1,1,0,1,1,0,Drivers,3.0,2,MONDAY,12,0,0,0,0,0,0,Business Entity Type 3,,0.6539486487548862,0.5154953751603267,0.1649,,0.9871,0.8232,,0.16,0.1379,0.375,0.0417,,0.0,0.0,reg oper account,block of flats,Panel,No,0.0,0.0,0.0,-1404.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,2.72455,0.145525,0.05341249013598576
454630,Cash loans,M,N,Y,0,315000.0,199152.0,10930.5,Family,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.072508,-12638,-3100.0,-6672.0,-4831,,1,1,0,1,0,0,Drivers,2.0,1,SATURDAY,15,0,0,0,0,0,0,Other,,0.6115431932839682,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-138.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0,0.6322285714285715,0.0347,0.0548852133044107
219842,Cash loans,M,N,Y,0,99000.0,143910.0,14364.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-20765,-4861.0,-10700.0,-3267,,1,1,0,1,0,0,Laborers,2.0,2,MONDAY,12,0,0,0,0,1,1,Housing,,0.6696914052727473,0.8327850252992314,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-1136.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.4536363636363636,0.1450909090909091,0.099812382739212
200446,Cash loans,F,N,Y,0,135000.0,760225.5,30280.5,Unaccompanied,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.020713,-23071,,-6146.0,-4582,,1,0,0,1,0,0,,1.0,3,TUESDAY,6,0,0,0,0,0,0,XNA,,0.6218807585376358,0.5797274227921155,0.0907,0.0718,0.9846,0.7892,0.0166,0.0,0.2069,0.1667,0.2083,0.3557,0.0,0.0,reg oper account,block of flats,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,5.6313,0.2243,0.03983094489727061
422757,Cash loans,F,N,N,0,225000.0,450000.0,21888.0,Family,State servant,Incomplete higher,Married,Office apartment,0.006233,-11943,-2599.0,-2259.0,-4432,,1,1,1,1,0,0,,2.0,2,TUESDAY,8,0,0,0,0,0,0,Military,0.761609360347181,0.6848080641297013,0.5100895276257282,0.0577,0.0773,0.9776,0.6940000000000001,0.004,0.0,0.1379,0.125,0.1667,0.0252,0.0,0.0,not specified,block of flats,"Stone, brick",No,0.0,0.0,0.0,-1873.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.09728,0.04864
155616,Cash loans,F,N,Y,0,225000.0,639000.0,35811.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.04622,-20945,,-1110.0,-4173,,1,0,0,1,0,0,,2.0,1,TUESDAY,14,0,0,0,0,0,0,XNA,0.6515836951772161,0.6086353593420939,0.5814837058057234,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-1312.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0,2.84,0.15916,0.05604225352112676
405573,Cash loans,F,Y,Y,1,148500.0,254700.0,25321.5,Unaccompanied,Working,Higher education,Married,House / apartment,0.0116569999999999,-10292,-3672.0,-772.0,-780,8.0,1,1,0,1,0,0,Core staff,3.0,1,THURSDAY,17,0,0,0,0,0,0,Kindergarten,0.3574994219946245,0.6225798240319592,0.4776491548517548,,,,,,,,,,,,,,,,,2.0,0.0,0.0,-1359.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.715151515151515,0.1705151515151515,0.09941696113074205
243358,Cash loans,F,N,Y,0,225000.0,625500.0,20308.5,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.0145199999999999,-19312,-6146.0,-8989.0,-2808,,1,1,0,1,0,0,Accountants,2.0,2,THURSDAY,7,0,0,0,0,0,0,Restaurant,,0.2319427311585574,0.7209441499436497,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-1627.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,4.0,2.78,0.09026,0.032467625899280574
452283,Cash loans,F,Y,Y,0,81000.0,474183.0,18004.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020246,-19186,-3548.0,-5556.0,-2388,21.0,1,1,0,1,1,0,,2.0,3,TUESDAY,9,0,0,0,1,1,1,Government,0.7446286257998199,0.4707546105225048,0.2020866016820394,0.0186,0.0,0.9682,,,0.0,0.1034,0.0417,,0.0719,,0.0,,block of flats,"Stone, brick",No,4.0,0.0,0.0,-1347.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0,5.854111111111111,0.22227777777777777,0.037969518097443394
252988,Cash loans,M,Y,N,2,112500.0,585000.0,21010.5,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.003813,-15924,-7007.0,-1444.0,-4080,18.0,1,1,1,1,1,0,Drivers,4.0,2,WEDNESDAY,18,0,0,0,0,1,1,Self-employed,,0.4927696847034372,0.6658549219640212,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-1956.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,5.2,0.18676,0.03591538461538461
370611,Cash loans,M,Y,N,0,72000.0,1105632.0,35797.5,Children,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228,-20646,-405.0,-6197.0,-3887,19.0,1,1,0,1,1,0,Security staff,2.0,2,SUNDAY,11,0,0,0,0,0,0,Self-employed,,0.4982142162683506,0.7091891096653581,0.3041,0.2548,0.9836,0.7756,0.1649,0.32,0.2759,0.3333,0.375,0.1809,0.0077,0.0194,reg oper account,block of flats,"Stone, brick",No,2.0,0.0,0.0,-353.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,15.356,0.4971875,0.032377409481635845
275466,Cash loans,M,N,N,1,225000.0,450000.0,21109.5,Unaccompanied,Working,Secondary / secondary special,Married,Co-op apartment,0.0228,-10948,-611.0,-1620.0,-1627,,1,1,0,1,0,0,Drivers,3.0,2,THURSDAY,14,0,0,0,0,1,1,Transport: type 4,,0.5002916289677151,0.2151824041847538,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-555.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.09382,0.04691
147213,Cash loans,M,Y,Y,1,135000.0,270045.0,25375.5,Family,Working,Higher education,Married,House / apartment,0.008625,-11542,-2981.0,-5980.0,-4078,13.0,1,1,0,1,0,0,Core staff,3.0,2,MONDAY,12,0,0,0,0,0,0,Self-employed,0.4390235036826567,0.5569267731180002,0.6594055320683344,0.0732,,0.9891,,,0.08,0.069,0.3333,,,,0.0,,block of flats,Panel,No,0.0,0.0,0.0,-282.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0003333333333333,0.18796666666666667,0.09396767205465756
318018,Cash loans,M,Y,Y,2,157500.0,585000.0,42700.5,Unaccompanied,Working,Higher education,Married,House / apartment,0.006296,-13369,-3296.0,-7230.0,-4053,8.0,1,1,0,1,0,0,Laborers,4.0,3,TUESDAY,12,0,0,0,0,1,1,Construction,,0.2909693204412644,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3.7142857142857144,0.2711142857142857,0.07299230769230769
416623,Cash loans,M,N,N,0,202500.0,640080.0,29970.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0038179999999999,-10235,-528.0,-4658.0,-2900,,1,1,0,1,0,0,Drivers,2.0,2,MONDAY,3,0,0,0,0,0,0,Self-employed,0.075893094845238,0.6614658648439835,,,0.0603,0.9762,,,,0.1034,0.1667,,,,0.0099,,,Mixed,No,1.0,0.0,0.0,-2063.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3.160888888888889,0.148,0.046822272215973
224237,Cash loans,F,Y,Y,2,121500.0,1596568.5,55624.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.007114,-12821,-930.0,-8027.0,-4295,8.0,1,1,0,1,1,1,Sales staff,4.0,2,SUNDAY,13,0,0,0,0,1,1,Business Entity Type 3,0.4382007617592087,0.2208417260623207,0.6925590674998008,0.0619,,0.9841,,,0.0,0.1379,0.1667,,0.0224,,0.0,,block of flats,Panel,No,6.0,0.0,0.0,-2026.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,5.0,13.140481481481482,0.45781481481481484,0.03484003348431339
227888,Revolving loans,M,Y,N,2,202500.0,585000.0,29250.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.016612,-12338,-1343.0,-1373.0,-4025,2.0,1,1,0,1,0,0,Managers,4.0,2,TUESDAY,16,0,0,0,0,1,1,Transport: type 4,0.6331006225980407,0.3400228248257174,0.4014074137749511,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-1683.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,2.888888888888889,0.14444444444444443,0.05
133674,Cash loans,F,N,Y,0,180000.0,225000.0,22050.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.028663,-24052,,-6585.0,-3649,,1,0,0,1,0,0,,2.0,2,SATURDAY,13,0,0,0,0,0,0,XNA,,0.6445722658525799,0.8214433128935934,0.1278,0.1038,0.9906,,,0.24,0.1379,0.375,,0.0341,,0.1049,,block of flats,Panel,No,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,1.25,0.1225,0.098
114497,Cash loans,F,Y,N,1,58500.0,1078200.0,31653.0,Children,Working,Secondary / secondary special,Married,House / apartment,0.035792,-13695,-2080.0,-4216.0,-4325,9.0,1,1,0,1,0,0,Laborers,3.0,2,THURSDAY,10,0,0,0,0,0,0,Trade: type 7,0.5593181403371345,0.74859937145763,0.8245949709919925,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-1472.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,18.43076923076923,0.5410769230769231,0.02935726210350584
284172,Revolving loans,F,N,N,0,157500.0,450000.0,22500.0,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.019101,-11360,-2539.0,-603.0,-4039,,1,1,0,1,0,0,,1.0,2,SATURDAY,17,0,0,0,0,0,0,Business Entity Type 3,0.5400614027927387,0.7017539788567629,0.7091891096653581,0.1924,0.1126,0.9975,0.966,0.072,0.0932,0.2528,0.2358,0.1525,0.079,0.0257,0.1047,reg oper account,block of flats,"Stone, brick",No,5.0,0.0,0.0,-1369.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.857142857142857,0.14285714285714285,0.05
153576,Cash loans,F,N,Y,2,157500.0,900000.0,29034.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.026392,-11037,-811.0,-1052.0,-1596,,1,1,0,1,1,0,,4.0,2,THURSDAY,11,0,0,0,0,0,0,Bank,0.2468206983482559,0.5677278864735424,0.5709165417729987,0.1845,0.1454,0.9881,,,0.2,0.1724,0.3333,,,,,,block of flats,Panel,No,1.0,0.0,0.0,-511.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,5.714285714285714,0.18434285714285714,0.03226
236633,Cash loans,F,N,Y,2,90000.0,536917.5,22572.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.025164,-15150,-623.0,-3619.0,-2359,,1,1,0,1,0,0,,4.0,2,FRIDAY,10,0,0,0,0,0,0,Government,0.4071422830590831,0.2665197753925157,0.5262949398096192,0.0825,0.0727,0.9771,,,0.0,0.1379,0.1667,,0.0153,,0.0074,,block of flats,Panel,No,15.0,0.0,0.0,-2720.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,5.96575,0.2508,0.042039978208942716
108035,Cash loans,F,N,Y,0,247500.0,545040.0,36553.5,Unaccompanied,Commercial associate,Incomplete higher,Married,House / apartment,0.032561,-13171,-1102.0,-7286.0,-61,,1,1,0,1,1,0,Laborers,2.0,1,SUNDAY,13,0,0,0,0,0,0,Business Entity Type 1,,0.3986581530504056,,0.0175,0.0,0.9687,0.5716,0.0053,0.0,0.069,0.125,0.1667,0.0,0.0039,0.02,reg oper account,block of flats,Block,No,1.0,0.0,0.0,-691.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2.2021818181818182,0.1476909090909091,0.06706571994715985
426559,Cash loans,F,N,Y,0,225000.0,816660.0,26473.5,Family,Working,Secondary / secondary special,Married,Office apartment,0.018634,-16009,-8422.0,-3.0,-2929,,1,1,0,1,0,0,,2.0,2,MONDAY,16,0,0,0,0,1,1,Business Entity Type 2,,0.323202099719456,0.4866531565147181,0.0278,0.0622,0.9717,0.6124,0.0434,0.0,0.1034,0.0833,0.0417,0.0312,0.0,0.0,org spec account,block of flats,"Stone, brick",No,1.0,0.0,0.0,-3.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,3.6296,0.11766,0.032416795239144806
423561,Cash loans,M,N,N,0,202500.0,307944.0,30586.5,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,Municipal apartment,0.018801,-20539,,-1708.0,-767,,1,0,0,1,0,0,,2.0,2,TUESDAY,10,0,0,0,0,0,0,XNA,,0.561944488657868,0.6178261467332483,0.0216,0.0,0.9632,,,0.0,0.069,0.0417,,0.0369,,0.0,,block of flats,Wooden,No,7.0,0.0,0.0,-543.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,1.5207111111111111,0.15104444444444445,0.09932487725040917
298874,Cash loans,M,Y,Y,1,121500.0,1288350.0,37800.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.00496,-15461,,-3789.0,-4016,5.0,1,0,0,1,0,0,,3.0,2,MONDAY,15,0,0,0,0,0,0,XNA,0.4216721351994689,0.657020217423034,0.7295666907060153,0.0464,0.0529,0.9851,0.7959999999999999,0.0061,0.0,0.1034,0.1667,0.0417,0.0268,0.0039,0.0049,reg oper account,block of flats,"Stone, brick",No,0.0,0.0,0.0,-1256.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,10.603703703703705,0.3111111111111111,0.029339853300733496
155525,Cash loans,F,N,Y,1,202500.0,1125000.0,32895.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.00702,-11447,-4133.0,-11157.0,-2964,,1,1,1,1,1,0,Sales staff,3.0,2,MONDAY,17,0,0,0,0,1,1,Industry: type 4,,0.4658378919035229,0.5549467685334323,0.0515,0.0118,0.9846,0.7892,0.0109,0.0,0.1379,0.1667,0.2083,0.0126,0.0,0.0275,not specified,block of flats,"Stone, brick",No,2.0,0.0,0.0,-1609.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,5.0,5.555555555555555,0.16244444444444445,0.02924
340325,Cash loans,F,Y,Y,0,99000.0,307944.0,34875.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.014464,-12969,-1405.0,-9654.0,-4792,20.0,1,1,0,1,0,0,Waiters/barmen staff,2.0,2,WEDNESDAY,3,0,0,0,0,0,0,Other,0.5238139017978836,0.1926831648482327,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,-349.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,3.1105454545454547,0.3522727272727273,0.11325111059153613
140191,Cash loans,M,Y,Y,0,180000.0,679500.0,27076.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006207,-16012,-4046.0,-9384.0,-3943,3.0,1,1,0,1,1,0,Drivers,2.0,2,FRIDAY,15,0,0,0,0,0,0,Self-employed,,0.6346628592500203,0.5867400085415683,,,,,,,,,,,,,,,,,1.0,0.0,0.0,-1544.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,3.775,0.150425,0.0398476821192053
163643,Cash loans,F,N,Y,0,58500.0,373500.0,22824.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-11065,-2396.0,-862.0,-3167,,1,1,1,1,1,0,Laborers,2.0,2,TUESDAY,11,0,0,0,0,0,0,Services,0.3992744686779353,0.4289676932051089,0.7180328113294772,,,,,,,,,,,,,,,,,8.0,3.0,0.0,-1213.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.0,6.384615384615385,0.39015384615384613,0.06110843373493976
131730,Cash loans,M,N,Y,1,180000.0,338832.0,20605.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-11675,-2449.0,-399.0,-4279,,1,1,0,1,0,0,Drivers,3.0,2,WEDNESDAY,18,0,0,0,0,0,0,Transport: type 3,,0.4306611909132402,0.2539628093363117,0.0124,0.0435,0.9717,,,0.0,0.069,0.0417,,0.0,,0.0,,block of flats,"Stone, brick",No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,1.8824,0.114475,0.060813323416914575
157686,Cash loans,F,Y,Y,0,180000.0,426384.0,40198.5,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.018634,-22076,,-1131.0,-4890,7.0,1,0,0,1,0,0,,2.0,2,TUESDAY,14,0,0,0,0,0,0,XNA,,0.8054276680477992,,0.0588,,0.9965,,,0.08,0.069,0.3333,,,,0.1276,,block of flats,"Stone, brick",No,0.0,0.0,0.0,-343.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2.3688,0.223325,0.09427769334684229
242126,Cash loans,M,N,N,1,90000.0,364896.0,26680.5,Family,Working,Secondary / secondary special,Married,Rented apartment,0.006852,-11246,-513.0,-5921.0,-3259,,1,1,0,1,0,0,,3.0,3,SUNDAY,8,0,0,0,1,1,0,Military,0.2734062213393292,0.5820493973451546,0.3046721837533529,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-1702.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,6.0,4.0544,0.29645,0.07311809392265194
182207,Cash loans,F,N,Y,0,225000.0,1081179.0,45936.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0228,-19852,-1639.0,-9701.0,-3388,,1,1,0,1,1,0,Cooking staff,2.0,2,THURSDAY,11,0,0,0,0,0,0,School,,0.5600757227227035,0.7338145369642702,,,,,,,,,,,,,,,,,1.0,0.0,0.0,-3092.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,4.80524,0.20416,0.042486951744345754
290942,Cash loans,M,N,Y,0,135900.0,229500.0,14796.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0145199999999999,-10111,,-4862.0,-2793,,1,0,0,1,0,0,,2.0,2,FRIDAY,13,0,0,0,0,0,0,XNA,0.2469949260047963,0.3710685711934678,,0.0742,0.0522,0.9856,0.8028,0.0,0.08,0.069,0.3333,0.0417,0.0493,0.0,0.0,reg oper account,block of flats,Panel,No,2.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1.6887417218543046,0.10887417218543047,0.06447058823529411
202567,Cash loans,F,Y,N,0,135000.0,900000.0,29745.0,Unaccompanied,State servant,Higher education,Single / not married,House / apartment,0.020713,-11664,-1631.0,-1867.0,-4150,3.0,1,1,0,1,1,0,,1.0,3,WEDNESDAY,7,0,0,0,0,0,0,Medicine,0.4618989746292233,0.4473006564924445,0.2636468134452008,,,,,,,,,,,,,,,,,0.0,0.0,0.0,-467.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,6.666666666666667,0.22033333333333333,0.03305
216378,Cash loans,M,Y,N,0,112500.0,675000.0,34465.5,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018801,-15822,-1975.0,-9710.0,-4457,23.0,1,1,0,1,1,0,Drivers,2.0,2,SATURDAY,16,0,0,0,0,1,1,Business Entity Type 3,,0.3780148072052063,0.3344541255096772,,,,,,,,,,,,,,,,,3.0,0.0,0.0,-715.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.30636,0.05106
284968,Cash loans,F,N,N,1,202500.0,1636245.0,44995.5,Family,State servant,Secondary / secondary special,Married,Municipal apartment,0.04622,-13335,-5049.0,-4833.0,-4825,,1,1,1,1,0,0,Medicine staff,3.0,1,TUESDAY,14,0,0,0,0,0,0,Medicine,0.4173131815157157,0.7610734913810894,,0.3134,0.0656,0.9856,0.8028,0.0717,0.36,0.3103,0.3333,0.375,0.1642,0.0154,0.4233,reg oper account,block of flats,"Stone, brick",No,3.0,0.0,0.0,-2269.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,2.0,8.080222222222222,0.2222,0.0274992436951679
376897,Cash loans,M,Y,N,1,135000.0,152820.0,15016.5,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010276,-16742,-3148.0,-147.0,-141,6.0,1,1,0,1,0,0,Managers,3.0,2,THURSDAY,11,0,0,0,0,0,0,Business Entity Type 1,,0.6665834088562798,0.6722428897082422,0.099,0.0998,0.9791,0.7144,0.0117,0.0,0.2759,0.1667,0.2083,0.0902,0.0,0.0,reg oper spec account,block of flats,Panel,No,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.132,0.11123333333333334,0.09826266195524146
270788,Cash loans,F,N,Y,0,247500.0,274779.0,28287.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.010032,-16460,-6060.0,-8232.0,-9,,1,1,0,1,0,0,,2.0,2,THURSDAY,8,0,0,0,0,0,0,Housing,0.8658024539339229,0.5542973371618991,,0.1068,0.0727,0.9881,,,0.104,0.0897,0.375,,,,0.0703,,block of flats,Panel,No,1.0,0.0,0.0,-472.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1.1102181818181818,0.1142909090909091,0.10294454816416101
